area_fips,year,qtr,area_title,own_title,month,date,year_decimal,emplvl_limited,State,min_wage,mw_increase,emplvl_all,year_2018,proportion_limited
29217,2013,4,"Vernon County, Missouri",Private,3,2013-12-01,2013.9166666666667,247,MO,7.35,0,5469,0,0.04516364966172975
20005,2014,1,"Atchison County, Kansas",Private,1,2014-01-01,2014,244,KS,7.25,0,4885,0,0.04994882292732856
20011,2014,1,"Bourbon County, Kansas",Private,1,2014-01-01,2014,227,KS,7.25,0,5102,0,0.04449235593884751
20013,2014,1,"Brown County, Kansas",Private,1,2014-01-01,2014,95,KS,7.25,0,3326,0,0.028562838244137103
20021,2014,1,"Cherokee County, Kansas",Private,1,2014-01-01,2014,199,KS,7.25,0,4352,0,0.04572610294117647
20091,2014,1,"Johnson County, Kansas",Private,1,2014-01-01,2014,7658,KS,7.25,0,288599,0,0.02653508847917006
20103,2014,1,"Leavenworth County, Kansas",Private,1,2014-01-01,2014,579,KS,7.25,0,11647,0,0.04971237228470851
20209,2014,1,"Wyandotte County, Kansas",Private,1,2014-01-01,2014,1805,KS,7.25,0,66653,0,0.02708055151306018
29011,2014,1,"Barton County, Missouri",Private,1,2014-01-01,2014,209,MO,7.5,0.15,2434,0,0.08586688578471652
29013,2014,1,"Bates County, Missouri",Private,1,2014-01-01,2014,143,MO,7.5,0.15,2323,0,0.06155832974601808
29021,2014,1,"Buchanan County, Missouri",Private,1,2014-01-01,2014,1424,MO,7.5,0.15,39513,0,0.03603877204970516
29037,2014,1,"Cass County, Missouri",Private,1,2014-01-01,2014,1069,MO,7.5,0.15,18390,0,0.05812941816204459
29047,2014,1,"Clay County, Missouri",Private,1,2014-01-01,2014,3179,MO,7.5,0.15,73323,0,0.043356109269942586
29095,2014,1,"Jackson County, Missouri",Private,1,2014-01-01,2014,10915,MO,7.5,0.15,284820,0,0.038322449266203214
29097,2014,1,"Jasper County, Missouri",Private,1,2014-01-01,2014,1878,MO,7.5,0.15,51738,0,0.03629827206308709
29145,2014,1,"Newton County, Missouri",Private,1,2014-01-01,2014,632,MO,7.5,0.15,14417,0,0.043837136713601996
29165,2014,1,"Platte County, Missouri",Private,1,2014-01-01,2014,1302,MO,7.5,0.15,35751,0,0.03641856171855333
29217,2014,1,"Vernon County, Missouri",Private,1,2014-01-01,2014,235,MO,7.5,0.15,5375,0,0.04372093023255814
20005,2014,1,"Atchison County, Kansas",Private,2,2014-02-01,2014.0833333333333,248,KS,7.25,0,4938,0,0.050222762251923854
20011,2014,1,"Bourbon County, Kansas",Private,2,2014-02-01,2014.0833333333333,219,KS,7.25,0,5080,0,0.04311023622047244
20013,2014,1,"Brown County, Kansas",Private,2,2014-02-01,2014.0833333333333,95,KS,7.25,0,3301,0,0.028779157830960314
20021,2014,1,"Cherokee County, Kansas",Private,2,2014-02-01,2014.0833333333333,203,KS,7.25,0,4333,0,0.046849757673667204
20091,2014,1,"Johnson County, Kansas",Private,2,2014-02-01,2014.0833333333333,7611,KS,7.25,0,288113,0,0.026416718440334174
20103,2014,1,"Leavenworth County, Kansas",Private,2,2014-02-01,2014.0833333333333,567,KS,7.25,0,11641,0,0.0487071557426338
20209,2014,1,"Wyandotte County, Kansas",Private,2,2014-02-01,2014.0833333333333,1818,KS,7.25,0,67808,0,0.026810995752713545
29011,2014,1,"Barton County, Missouri",Private,2,2014-02-01,2014.0833333333333,204,MO,7.5,0,2419,0,0.08433236874741629
29013,2014,1,"Bates County, Missouri",Private,2,2014-02-01,2014.0833333333333,138,MO,7.5,0,2286,0,0.06036745406824147
29021,2014,1,"Buchanan County, Missouri",Private,2,2014-02-01,2014.0833333333333,1409,MO,7.5,0,39363,0,0.035795035947463354
29037,2014,1,"Cass County, Missouri",Private,2,2014-02-01,2014.0833333333333,1011,MO,7.5,0,18352,0,0.055089363557105496
29047,2014,1,"Clay County, Missouri",Private,2,2014-02-01,2014.0833333333333,3093,MO,7.5,0,74923,0,0.04128238324680005
29095,2014,1,"Jackson County, Missouri",Private,2,2014-02-01,2014.0833333333333,10670,MO,7.5,0,284960,0,0.03744385176866929
29097,2014,1,"Jasper County, Missouri",Private,2,2014-02-01,2014.0833333333333,1861,MO,7.5,0,51567,0,0.036088971629142666
29145,2014,1,"Newton County, Missouri",Private,2,2014-02-01,2014.0833333333333,603,MO,7.5,0,14471,0,0.04166954598852878
29165,2014,1,"Platte County, Missouri",Private,2,2014-02-01,2014.0833333333333,1266,MO,7.5,0,35824,0,0.035339437248771775
29217,2014,1,"Vernon County, Missouri",Private,2,2014-02-01,2014.0833333333333,234,MO,7.5,0,5360,0,0.04365671641791045
20005,2014,1,"Atchison County, Kansas",Private,3,2014-03-01,2014.1666666666667,267,KS,7.25,0,5015,0,0.05324027916251246
20011,2014,1,"Bourbon County, Kansas",Private,3,2014-03-01,2014.1666666666667,223,KS,7.25,0,5165,0,0.043175217812197485
20013,2014,1,"Brown County, Kansas",Private,3,2014-03-01,2014.1666666666667,105,KS,7.25,0,3355,0,0.03129657228017884
20021,2014,1,"Cherokee County, Kansas",Private,3,2014-03-01,2014.1666666666667,219,KS,7.25,0,4335,0,0.05051903114186851
20091,2014,1,"Johnson County, Kansas",Private,3,2014-03-01,2014.1666666666667,7710,KS,7.25,0,290705,0,0.026521731652362362
20103,2014,1,"Leavenworth County, Kansas",Private,3,2014-03-01,2014.1666666666667,591,KS,7.25,0,11940,0,0.04949748743718593
20209,2014,1,"Wyandotte County, Kansas",Private,3,2014-03-01,2014.1666666666667,1855,KS,7.25,0,70227,0,0.026414342062169822
29011,2014,1,"Barton County, Missouri",Private,3,2014-03-01,2014.1666666666667,207,MO,7.5,0,2379,0,0.08701134930643127
29013,2014,1,"Bates County, Missouri",Private,3,2014-03-01,2014.1666666666667,146,MO,7.5,0,2347,0,0.0622070728589689
29021,2014,1,"Buchanan County, Missouri",Private,3,2014-03-01,2014.1666666666667,1465,MO,7.5,0,39638,0,0.03695948332408295
29037,2014,1,"Cass County, Missouri",Private,3,2014-03-01,2014.1666666666667,1055,MO,7.5,0,19032,0,0.05543295502311896
29047,2014,1,"Clay County, Missouri",Private,3,2014-03-01,2014.1666666666667,3229,MO,7.5,0,75641,0,0.04268848904694544
29095,2014,1,"Jackson County, Missouri",Private,3,2014-03-01,2014.1666666666667,10885,MO,7.5,0,287987,0,0.03779684499647554
29097,2014,1,"Jasper County, Missouri",Private,3,2014-03-01,2014.1666666666667,1899,MO,7.5,0,51707,0,0.03672616860386408
29145,2014,1,"Newton County, Missouri",Private,3,2014-03-01,2014.1666666666667,640,MO,7.5,0,14587,0,0.043874682936861586
29165,2014,1,"Platte County, Missouri",Private,3,2014-03-01,2014.1666666666667,1313,MO,7.5,0,35811,0,0.03666471196001229
29217,2014,1,"Vernon County, Missouri",Private,3,2014-03-01,2014.1666666666667,241,MO,7.5,0,5437,0,0.04432591502666912
20005,2014,2,"Atchison County, Kansas",Private,1,2014-04-01,2014.25,249,KS,7.25,0,5138,0,0.04846243674581549
20011,2014,2,"Bourbon County, Kansas",Private,1,2014-04-01,2014.25,247,KS,7.25,0,5077,0,0.04865077801851487
20013,2014,2,"Brown County, Kansas",Private,1,2014-04-01,2014.25,94,KS,7.25,0,3368,0,0.027909738717339667
20021,2014,2,"Cherokee County, Kansas",Private,1,2014-04-01,2014.25,236,KS,7.25,0,4406,0,0.053563322741715845
20091,2014,2,"Johnson County, Kansas",Private,1,2014-04-01,2014.25,7885,KS,7.25,0,295938,0,0.026644094371118275
20103,2014,2,"Leavenworth County, Kansas",Private,1,2014-04-01,2014.25,614,KS,7.25,0,12358,0,0.04968441495387603
20209,2014,2,"Wyandotte County, Kansas",Private,1,2014-04-01,2014.25,1905,KS,7.25,0,70724,0,0.02693569368248402
29011,2014,2,"Barton County, Missouri",Private,1,2014-04-01,2014.25,237,MO,7.5,0,2468,0,0.0960291734197731
29013,2014,2,"Bates County, Missouri",Private,1,2014-04-01,2014.25,168,MO,7.5,0,2356,0,0.07130730050933787
29021,2014,2,"Buchanan County, Missouri",Private,1,2014-04-01,2014.25,1392,MO,7.5,0,40065,0,0.03474354174466492
29037,2014,2,"Cass County, Missouri",Private,1,2014-04-01,2014.25,1069,MO,7.5,0,19602,0,0.05453525150494847
29047,2014,2,"Clay County, Missouri",Private,1,2014-04-01,2014.25,3271,MO,7.5,0,76914,0,0.042528018306160126
29095,2014,2,"Jackson County, Missouri",Private,1,2014-04-01,2014.25,11362,MO,7.5,0,293331,0,0.038734399023628595
29097,2014,2,"Jasper County, Missouri",Private,1,2014-04-01,2014.25,1950,MO,7.5,0,51854,0,0.03760558491148224
29145,2014,2,"Newton County, Missouri",Private,1,2014-04-01,2014.25,658,MO,7.5,0,14759,0,0.044582966325631815
29165,2014,2,"Platte County, Missouri",Private,1,2014-04-01,2014.25,1383,MO,7.5,0,36396,0,0.03799868117375536
29217,2014,2,"Vernon County, Missouri",Private,1,2014-04-01,2014.25,261,MO,7.5,0,5577,0,0.046799354491662185
20005,2014,2,"Atchison County, Kansas",Private,2,2014-05-01,2014.3333333333333,262,KS,7.25,0,5097,0,0.05140278595252109
20011,2014,2,"Bourbon County, Kansas",Private,2,2014-05-01,2014.3333333333333,247,KS,7.25,0,5133,0,0.04812000779271381
20013,2014,2,"Brown County, Kansas",Private,2,2014-05-01,2014.3333333333333,111,KS,7.25,0,3439,0,0.03227682465833091
20021,2014,2,"Cherokee County, Kansas",Private,2,2014-05-01,2014.3333333333333,242,KS,7.25,0,4415,0,0.05481313703284258
20091,2014,2,"Johnson County, Kansas",Private,2,2014-05-01,2014.3333333333333,8118,KS,7.25,0,298503,0,0.027195706575813307
20103,2014,2,"Leavenworth County, Kansas",Private,2,2014-05-01,2014.3333333333333,615,KS,7.25,0,12481,0,0.04927489784472398
20209,2014,2,"Wyandotte County, Kansas",Private,2,2014-05-01,2014.3333333333333,1950,KS,7.25,0,71651,0,0.027215251706186935
29011,2014,2,"Barton County, Missouri",Private,2,2014-05-01,2014.3333333333333,241,MO,7.5,0,2528,0,0.09533227848101265
29013,2014,2,"Bates County, Missouri",Private,2,2014-05-01,2014.3333333333333,175,MO,7.5,0,2404,0,0.07279534109816972
29021,2014,2,"Buchanan County, Missouri",Private,2,2014-05-01,2014.3333333333333,1391,MO,7.5,0,40191,0,0.03460973849866886
29037,2014,2,"Cass County, Missouri",Private,2,2014-05-01,2014.3333333333333,1105,MO,7.5,0,19661,0,0.05620263465744367
29047,2014,2,"Clay County, Missouri",Private,2,2014-05-01,2014.3333333333333,3329,MO,7.5,0,77979,0,0.04269098090511548
29095,2014,2,"Jackson County, Missouri",Private,2,2014-05-01,2014.3333333333333,11429,MO,7.5,0,295075,0,0.038732525629077356
29097,2014,2,"Jasper County, Missouri",Private,2,2014-05-01,2014.3333333333333,1977,MO,7.5,0,52035,0,0.03799365811473047
29145,2014,2,"Newton County, Missouri",Private,2,2014-05-01,2014.3333333333333,673,MO,7.5,0,14817,0,0.04542080043193629
29165,2014,2,"Platte County, Missouri",Private,2,2014-05-01,2014.3333333333333,1406,MO,7.5,0,36644,0,0.03836917367099662
29217,2014,2,"Vernon County, Missouri",Private,2,2014-05-01,2014.3333333333333,269,MO,7.5,0,5599,0,0.0480442936238614
20005,2014,2,"Atchison County, Kansas",Private,3,2014-06-01,2014.4166666666667,258,KS,7.25,0,5015,0,0.0514456630109671
20011,2014,2,"Bourbon County, Kansas",Private,3,2014-06-01,2014.4166666666667,227,KS,7.25,0,5152,0,0.044060559006211183
20013,2014,2,"Brown County, Kansas",Private,3,2014-06-01,2014.4166666666667,110,KS,7.25,0,3509,0,0.03134796238244514
20021,2014,2,"Cherokee County, Kansas",Private,3,2014-06-01,2014.4166666666667,243,KS,7.25,0,4441,0,0.05471740598964197
20091,2014,2,"Johnson County, Kansas",Private,3,2014-06-01,2014.4166666666667,8289,KS,7.25,0,301619,0,0.027481690477058805
20103,2014,2,"Leavenworth County, Kansas",Private,3,2014-06-01,2014.4166666666667,607,KS,7.25,0,12539,0,0.048408964032219476
20209,2014,2,"Wyandotte County, Kansas",Private,3,2014-06-01,2014.4166666666667,1953,KS,7.25,0,73064,0,0.026729990145625753
29011,2014,2,"Barton County, Missouri",Private,3,2014-06-01,2014.4166666666667,243,MO,7.5,0,2548,0,0.09536891679748823
29013,2014,2,"Bates County, Missouri",Private,3,2014-06-01,2014.4166666666667,180,MO,7.5,0,2422,0,0.07431874483897605
29021,2014,2,"Buchanan County, Missouri",Private,3,2014-06-01,2014.4166666666667,1413,MO,7.5,0,40150,0,0.03519302615193026
29037,2014,2,"Cass County, Missouri",Private,3,2014-06-01,2014.4166666666667,1125,MO,7.5,0,19248,0,0.05844763092269327
29047,2014,2,"Clay County, Missouri",Private,3,2014-06-01,2014.4166666666667,3371,MO,7.5,0,78657,0,0.042856961236762144
29095,2014,2,"Jackson County, Missouri",Private,3,2014-06-01,2014.4166666666667,11469,MO,7.5,0,296525,0,0.03867802040300143
29097,2014,2,"Jasper County, Missouri",Private,3,2014-06-01,2014.4166666666667,1926,MO,7.5,0,51911,0,0.03710196297509198
29145,2014,2,"Newton County, Missouri",Private,3,2014-06-01,2014.4166666666667,650,MO,7.5,0,14770,0,0.044008124576844956
29165,2014,2,"Platte County, Missouri",Private,3,2014-06-01,2014.4166666666667,1407,MO,7.5,0,36741,0,0.03829509267575733
29217,2014,2,"Vernon County, Missouri",Private,3,2014-06-01,2014.4166666666667,267,MO,7.5,0,5565,0,0.04797843665768194
20005,2014,3,"Atchison County, Kansas",Private,1,2014-07-01,2014.5,258,KS,7.25,0,5002,0,0.05157936825269892
20011,2014,3,"Bourbon County, Kansas",Private,1,2014-07-01,2014.5,229,KS,7.25,0,5074,0,0.04513204572329523
20013,2014,3,"Brown County, Kansas",Private,1,2014-07-01,2014.5,115,KS,7.25,0,3480,0,0.033045977011494254
20021,2014,3,"Cherokee County, Kansas",Private,1,2014-07-01,2014.5,225,KS,7.25,0,4389,0,0.05126452494873548
20091,2014,3,"Johnson County, Kansas",Private,1,2014-07-01,2014.5,8251,KS,7.25,0,302530,0,0.02727332826496546
20103,2014,3,"Leavenworth County, Kansas",Private,1,2014-07-01,2014.5,626,KS,7.25,0,12431,0,0.05035797602767275
20209,2014,3,"Wyandotte County, Kansas",Private,1,2014-07-01,2014.5,1948,KS,7.25,0,72673,0,0.02680500323366312
29011,2014,3,"Barton County, Missouri",Private,1,2014-07-01,2014.5,256,MO,7.5,0,2478,0,0.1033091202582728
29013,2014,3,"Bates County, Missouri",Private,1,2014-07-01,2014.5,168,MO,7.5,0,2394,0,0.07017543859649122
29021,2014,3,"Buchanan County, Missouri",Private,1,2014-07-01,2014.5,1417,MO,7.5,0,40056,0,0.0353754743359297
29037,2014,3,"Cass County, Missouri",Private,1,2014-07-01,2014.5,1122,MO,7.5,0,19232,0,0.05834026622296173
29047,2014,3,"Clay County, Missouri",Private,1,2014-07-01,2014.5,3342,MO,7.5,0,78100,0,0.04279129321382843
29095,2014,3,"Jackson County, Missouri",Private,1,2014-07-01,2014.5,11293,MO,7.5,0,295286,0,0.03824427842837114
29097,2014,3,"Jasper County, Missouri",Private,1,2014-07-01,2014.5,1925,MO,7.5,0,51869,0,0.03711272629123368
29145,2014,3,"Newton County, Missouri",Private,1,2014-07-01,2014.5,632,MO,7.5,0,14836,0,0.04259908331086546
29165,2014,3,"Platte County, Missouri",Private,1,2014-07-01,2014.5,1364,MO,7.5,0,36818,0,0.03704709652887175
29217,2014,3,"Vernon County, Missouri",Private,1,2014-07-01,2014.5,240,MO,7.5,0,5477,0,0.04381960927515063
20005,2014,3,"Atchison County, Kansas",Private,2,2014-08-01,2014.5833333333333,260,KS,7.25,0,5015,0,0.0518444666001994
20011,2014,3,"Bourbon County, Kansas",Private,2,2014-08-01,2014.5833333333333,222,KS,7.25,0,5067,0,0.04381290704558911
20013,2014,3,"Brown County, Kansas",Private,2,2014-08-01,2014.5833333333333,114,KS,7.25,0,3471,0,0.032843560933448576
20021,2014,3,"Cherokee County, Kansas",Private,2,2014-08-01,2014.5833333333333,230,KS,7.25,0,4416,0,0.052083333333333336
20091,2014,3,"Johnson County, Kansas",Private,2,2014-08-01,2014.5833333333333,8143,KS,7.25,0,302800,0,0.02689233817701453
20103,2014,3,"Leavenworth County, Kansas",Private,2,2014-08-01,2014.5833333333333,649,KS,7.25,0,12386,0,0.052397868561278864
20209,2014,3,"Wyandotte County, Kansas",Private,2,2014-08-01,2014.5833333333333,1927,KS,7.25,0,73484,0,0.02622339556910348
29011,2014,3,"Barton County, Missouri",Private,2,2014-08-01,2014.5833333333333,261,MO,7.5,0,2499,0,0.10444177671068428
29013,2014,3,"Bates County, Missouri",Private,2,2014-08-01,2014.5833333333333,170,MO,7.5,0,2414,0,0.07042253521126761
29021,2014,3,"Buchanan County, Missouri",Private,2,2014-08-01,2014.5833333333333,1422,MO,7.5,0,40040,0,0.035514485514485515
29037,2014,3,"Cass County, Missouri",Private,2,2014-08-01,2014.5833333333333,1122,MO,7.5,0,19714,0,0.05691386831693213
29047,2014,3,"Clay County, Missouri",Private,2,2014-08-01,2014.5833333333333,3350,MO,7.5,0,79644,0,0.04206217668625383
29095,2014,3,"Jackson County, Missouri",Private,2,2014-08-01,2014.5833333333333,11312,MO,7.5,0,297495,0,0.038024168473419724
29097,2014,3,"Jasper County, Missouri",Private,2,2014-08-01,2014.5833333333333,2011,MO,7.5,0,52128,0,0.03857811540822591
29145,2014,3,"Newton County, Missouri",Private,2,2014-08-01,2014.5833333333333,659,MO,7.5,0,14985,0,0.04397731064397731
29165,2014,3,"Platte County, Missouri",Private,2,2014-08-01,2014.5833333333333,1381,MO,7.5,0,36978,0,0.03734653036940884
29217,2014,3,"Vernon County, Missouri",Private,2,2014-08-01,2014.5833333333333,246,MO,7.5,0,5473,0,0.04494792618308058
20005,2014,3,"Atchison County, Kansas",Private,3,2014-09-01,2014.6666666666667,239,KS,7.25,0,5029,0,0.04752435871942732
20011,2014,3,"Bourbon County, Kansas",Private,3,2014-09-01,2014.6666666666667,228,KS,7.25,0,5088,0,0.04481132075471698
20013,2014,3,"Brown County, Kansas",Private,3,2014-09-01,2014.6666666666667,109,KS,7.25,0,3432,0,0.03175990675990676
20021,2014,3,"Cherokee County, Kansas",Private,3,2014-09-01,2014.6666666666667,228,KS,7.25,0,4449,0,0.05124747134187458
20091,2014,3,"Johnson County, Kansas",Private,3,2014-09-01,2014.6666666666667,8003,KS,7.25,0,298620,0,0.026799946420199585
20103,2014,3,"Leavenworth County, Kansas",Private,3,2014-09-01,2014.6666666666667,635,KS,7.25,0,12448,0,0.05101221079691517
20209,2014,3,"Wyandotte County, Kansas",Private,3,2014-09-01,2014.6666666666667,1922,KS,7.25,0,73284,0,0.02622673434856176
29011,2014,3,"Barton County, Missouri",Private,3,2014-09-01,2014.6666666666667,247,MO,7.5,0,2463,0,0.10028420625253756
29013,2014,3,"Bates County, Missouri",Private,3,2014-09-01,2014.6666666666667,166,MO,7.5,0,2455,0,0.06761710794297353
29021,2014,3,"Buchanan County, Missouri",Private,3,2014-09-01,2014.6666666666667,1409,MO,7.5,0,39942,0,0.03527615041810626
29037,2014,3,"Cass County, Missouri",Private,3,2014-09-01,2014.6666666666667,1101,MO,7.5,0,19604,0,0.05616200775351969
29047,2014,3,"Clay County, Missouri",Private,3,2014-09-01,2014.6666666666667,3358,MO,7.5,0,79656,0,0.042156271969468716
29095,2014,3,"Jackson County, Missouri",Private,3,2014-09-01,2014.6666666666667,11085,MO,7.5,0,293014,0,0.03783095688260629
29097,2014,3,"Jasper County, Missouri",Private,3,2014-09-01,2014.6666666666667,2005,MO,7.5,0,51981,0,0.03857178584482792
29145,2014,3,"Newton County, Missouri",Private,3,2014-09-01,2014.6666666666667,661,MO,7.5,0,14874,0,0.04443996235041011
29165,2014,3,"Platte County, Missouri",Private,3,2014-09-01,2014.6666666666667,1331,MO,7.5,0,36361,0,0.036605153873655843
29217,2014,3,"Vernon County, Missouri",Private,3,2014-09-01,2014.6666666666667,249,MO,7.5,0,5488,0,0.045371720116618074
20005,2014,4,"Atchison County, Kansas",Private,1,2014-10-01,2014.75,229,KS,7.25,0,4987,0,0.045919390415079205
20011,2014,4,"Bourbon County, Kansas",Private,1,2014-10-01,2014.75,248,KS,7.25,0,5168,0,0.047987616099071206
20013,2014,4,"Brown County, Kansas",Private,1,2014-10-01,2014.75,112,KS,7.25,0,3456,0,0.032407407407407406
20021,2014,4,"Cherokee County, Kansas",Private,1,2014-10-01,2014.75,213,KS,7.25,0,4509,0,0.047238855622089154
20091,2014,4,"Johnson County, Kansas",Private,1,2014-10-01,2014.75,8015,KS,7.25,0,301530,0,0.026581103041156767
20103,2014,4,"Leavenworth County, Kansas",Private,1,2014-10-01,2014.75,635,KS,7.25,0,12077,0,0.052579282934503604
20209,2014,4,"Wyandotte County, Kansas",Private,1,2014-10-01,2014.75,1890,KS,7.25,0,73491,0,0.025717434787933216
29011,2014,4,"Barton County, Missouri",Private,1,2014-10-01,2014.75,228,MO,7.5,0,2430,0,0.09382716049382717
29013,2014,4,"Bates County, Missouri",Private,1,2014-10-01,2014.75,160,MO,7.5,0,2434,0,0.0657354149548069
29021,2014,4,"Buchanan County, Missouri",Private,1,2014-10-01,2014.75,1409,MO,7.5,0,40136,0,0.035105640821207894
29037,2014,4,"Cass County, Missouri",Private,1,2014-10-01,2014.75,1059,MO,7.5,0,19429,0,0.05450615059961913
29047,2014,4,"Clay County, Missouri",Private,1,2014-10-01,2014.75,3348,MO,7.5,0,80621,0,0.04152764168144776
29095,2014,4,"Jackson County, Missouri",Private,1,2014-10-01,2014.75,11199,MO,7.5,0,296588,0,0.037759450820667055
29097,2014,4,"Jasper County, Missouri",Private,1,2014-10-01,2014.75,1960,MO,7.5,0,52389,0,0.037412433907881425
29145,2014,4,"Newton County, Missouri",Private,1,2014-10-01,2014.75,645,MO,7.5,0,14936,0,0.04318425281199786
29165,2014,4,"Platte County, Missouri",Private,1,2014-10-01,2014.75,1286,MO,7.5,0,36628,0,0.03510975210221688
29217,2014,4,"Vernon County, Missouri",Private,1,2014-10-01,2014.75,253,MO,7.5,0,5539,0,0.045676114822170065
20005,2014,4,"Atchison County, Kansas",Private,2,2014-11-01,2014.8333333333333,229,KS,7.25,0,5031,0,0.045517789703836214
20011,2014,4,"Bourbon County, Kansas",Private,2,2014-11-01,2014.8333333333333,230,KS,7.25,0,5122,0,0.04490433424443577
20013,2014,4,"Brown County, Kansas",Private,2,2014-11-01,2014.8333333333333,108,KS,7.25,0,3446,0,0.031340684852002323
20021,2014,4,"Cherokee County, Kansas",Private,2,2014-11-01,2014.8333333333333,217,KS,7.25,0,4543,0,0.04776579352850539
20091,2014,4,"Johnson County, Kansas",Private,2,2014-11-01,2014.8333333333333,8062,KS,7.25,0,304649,0,0.026463241303926813
20103,2014,4,"Leavenworth County, Kansas",Private,2,2014-11-01,2014.8333333333333,705,KS,7.25,0,12233,0,0.05763099811983978
20209,2014,4,"Wyandotte County, Kansas",Private,2,2014-11-01,2014.8333333333333,1889,KS,7.25,0,72889,0,0.025916119030306356
29011,2014,4,"Barton County, Missouri",Private,2,2014-11-01,2014.8333333333333,232,MO,7.5,0,2420,0,0.09586776859504133
29013,2014,4,"Bates County, Missouri",Private,2,2014-11-01,2014.8333333333333,156,MO,7.5,0,2460,0,0.06341463414634146
29021,2014,4,"Buchanan County, Missouri",Private,2,2014-11-01,2014.8333333333333,1386,MO,7.5,0,40571,0,0.034162332700697545
29037,2014,4,"Cass County, Missouri",Private,2,2014-11-01,2014.8333333333333,1044,MO,7.5,0,19359,0,0.05392840539284054
29047,2014,4,"Clay County, Missouri",Private,2,2014-11-01,2014.8333333333333,3311,MO,7.5,0,79685,0,0.04155110748572504
29095,2014,4,"Jackson County, Missouri",Private,2,2014-11-01,2014.8333333333333,11100,MO,7.5,0,297246,0,0.03734280696796593
29097,2014,4,"Jasper County, Missouri",Private,2,2014-11-01,2014.8333333333333,1919,MO,7.5,0,52910,0,0.03626913626913627
29145,2014,4,"Newton County, Missouri",Private,2,2014-11-01,2014.8333333333333,630,MO,7.5,0,14984,0,0.04204484783769354
29165,2014,4,"Platte County, Missouri",Private,2,2014-11-01,2014.8333333333333,1287,MO,7.5,0,36708,0,0.03506047728015691
29217,2014,4,"Vernon County, Missouri",Private,2,2014-11-01,2014.8333333333333,261,MO,7.5,0,5566,0,0.04689184333453108
20005,2014,4,"Atchison County, Kansas",Private,3,2014-12-01,2014.9166666666667,236,KS,7.25,0,5040,0,0.046825396825396826
20011,2014,4,"Bourbon County, Kansas",Private,3,2014-12-01,2014.9166666666667,226,KS,7.25,0,5225,0,0.04325358851674641
20013,2014,4,"Brown County, Kansas",Private,3,2014-12-01,2014.9166666666667,112,KS,7.25,0,3471,0,0.03226735811005474
20021,2014,4,"Cherokee County, Kansas",Private,3,2014-12-01,2014.9166666666667,216,KS,7.25,0,4588,0,0.047079337401918046
20091,2014,4,"Johnson County, Kansas",Private,3,2014-12-01,2014.9166666666667,7992,KS,7.25,0,305760,0,0.026138147566718995
20103,2014,4,"Leavenworth County, Kansas",Private,3,2014-12-01,2014.9166666666667,671,KS,7.25,0,12148,0,0.0552354297003622
20209,2014,4,"Wyandotte County, Kansas",Private,3,2014-12-01,2014.9166666666667,1865,KS,7.25,0,73682,0,0.025311473629923184
29011,2014,4,"Barton County, Missouri",Private,3,2014-12-01,2014.9166666666667,219,MO,7.5,0,2396,0,0.09140233722871452
29013,2014,4,"Bates County, Missouri",Private,3,2014-12-01,2014.9166666666667,154,MO,7.5,0,2451,0,0.06283149734802121
29021,2014,4,"Buchanan County, Missouri",Private,3,2014-12-01,2014.9166666666667,1363,MO,7.5,0,40625,0,0.03355076923076923
29037,2014,4,"Cass County, Missouri",Private,3,2014-12-01,2014.9166666666667,1014,MO,7.5,0,19224,0,0.05274656679151061
29047,2014,4,"Clay County, Missouri",Private,3,2014-12-01,2014.9166666666667,3344,MO,7.5,0,79482,0,0.042072418912458165
29095,2014,4,"Jackson County, Missouri",Private,3,2014-12-01,2014.9166666666667,11159,MO,7.5,0,297903,0,0.03745850159280034
29097,2014,4,"Jasper County, Missouri",Private,3,2014-12-01,2014.9166666666667,1949,MO,7.5,0,53106,0,0.0367001845365872
29145,2014,4,"Newton County, Missouri",Private,3,2014-12-01,2014.9166666666667,618,MO,7.5,0,14950,0,0.04133779264214047
29165,2014,4,"Platte County, Missouri",Private,3,2014-12-01,2014.9166666666667,1355,MO,7.5,0,36873,0,0.03674775581048464
29217,2014,4,"Vernon County, Missouri",Private,3,2014-12-01,2014.9166666666667,277,MO,7.5,0,5626,0,0.0492356914326342
20005,2015,1,"Atchison County, Kansas",Private,1,2015-01-01,2015,231,KS,7.25,0,4971,0,0.04646952323476162
20011,2015,1,"Bourbon County, Kansas",Private,1,2015-01-01,2015,218,KS,7.25,0,5099,0,0.04275348107472053
20013,2015,1,"Brown County, Kansas",Private,1,2015-01-01,2015,103,KS,7.25,0,3388,0,0.03040141676505313
20021,2015,1,"Cherokee County, Kansas",Private,1,2015-01-01,2015,204,KS,7.25,0,4573,0,0.04460966542750929
20091,2015,1,"Johnson County, Kansas",Private,1,2015-01-01,2015,7881,KS,7.25,0,297370,0,0.026502337155731918
20103,2015,1,"Leavenworth County, Kansas",Private,1,2015-01-01,2015,664,KS,7.25,0,11891,0,0.055840551677739464
20209,2015,1,"Wyandotte County, Kansas",Private,1,2015-01-01,2015,1871,KS,7.25,0,69304,0,0.026996998730232022
29011,2015,1,"Barton County, Missouri",Private,1,2015-01-01,2015,167,MO,7.65,0.15,2277,0,0.0733421168203777
29013,2015,1,"Bates County, Missouri",Private,1,2015-01-01,2015,143,MO,7.65,0.15,2409,0,0.0593607305936073
